,bedrooms,beds,accommodates,host_listings_count,host_total_listings_count,bathrooms,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,latitude,longitude
112,1.0,1.0,2.0,16.0,17.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,5,35,62,195,95.0,13.0,0.0,13.0,4.87,4.83,4.81,4.97,4.94,4.74,4.74,0.61,78.0,5694.0,35.28493,23.81064
113,1.0,1.0,3.0,2.0,3.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,30,60,82,156,53.0,2.0,0.0,2.0,4.75,4.74,4.72,4.89,4.91,4.7,4.62,0.42,12.0,1032.0,35.05271912,25.84618378
114,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,0,0,20,292,108.0,12.0,0.0,12.0,4.77,4.81,4.85,4.81,4.89,4.89,4.71,0.74,72.0,2736.0,35.51511,24.01522
115,1.0,1.0,2.0,5.0,5.0,1.0,1.0,365.0,1.0,1.0,365,365,19,28,45,169,54.0,2.0,0.0,2.0,4.72,4.7,4.77,4.92,4.87,4.94,4.77,0.38,12.0,576.0,35.36975,24.47199
116,1.0,2.0,2.0,5.0,5.0,1.0,1.0,365.0,1.0,1.0,365,365,9,17,21,97,36.0,0.0,0.0,0.0,4.69,4.71,4.83,4.97,4.89,4.94,4.51,0.28,0.0,0.0,35.36912,24.4733
117,1.0,1.0,2.0,5.0,5.0,1.0,1.0,365.0,1.0,1.0,365,365,0,0,0,0,40.0,0.0,0.0,0.0,4.48,4.55,4.5,4.7,4.69,4.83,4.55,0.28,0.0,0.0,35.36955,24.47309
118,1.0,1.0,2.0,5.0,5.0,1.0,1.0,365.0,1.0,1.0,365,365,21,32,39,141,33.0,1.0,0.0,1.0,4.55,4.64,4.48,4.81,4.85,4.87,4.59,0.25,6.0,312.0,35.36923,24.47382
119,0.0,2.0,2.0,4.0,10.0,1.0,4.0,280.0,4.0,4.0,1125,1125,0,0,21,211,32.0,2.0,0.0,2.0,4.78,4.88,4.81,4.88,5.0,4.63,4.84,0.39,16.0,752.0,35.36642,24.49164
120,2.0,1.0,2.0,4.0,5.0,1.0,7.0,1125.0,7.0,7.0,1125,1125,23,31,32,187,42.0,7.0,0.0,7.0,4.95,4.76,4.95,4.95,4.93,4.85,4.95,0.3,98.0,4900.0,35.03603,25.96938
121,1.0,1.0,2.0,11.0,12.0,1.0,3.0,180.0,3.0,5.0,180,180,2,12,19,188,117.0,22.0,0.0,22.0,4.82,4.8,4.85,4.94,4.98,4.96,4.83,0.82,132.0,4752.0,35.51348,24.00716
122,1.0,1.0,3.0,2.0,3.0,1.0,3.0,90.0,3.0,3.0,1125,1125,17,36,66,131,69.0,10.0,0.0,10.0,4.86,4.87,4.81,4.87,4.96,4.82,4.72,0.52,60.0,6360.0,35.05374908,25.84683418
123,3.0,1.0,6.0,6.0,6.0,1.7,5.0,1125.0,5.0,5.0,1125,1125,1,1,1,6,3.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,10.0,0.0,35.4513092,24.20904541
124,2.0,4.0,4.0,7.0,7.0,1.5,5.0,58.0,5.0,5.0,1125,1125,30,60,77,143,3.0,0.0,0.0,0.0,4.67,4.67,4.67,4.67,4.67,5.0,4.67,0.03,0.0,0.0,35.0,25.0
125,3.0,4.0,6.0,3.0,3.0,2.0,3.0,1125.0,5.0,7.0,1125,1125,0,0,0,143,4.0,0.0,0.0,0.0,4.75,4.5,4.75,4.25,4.5,4.75,4.25,0.03,0.0,0.0,35.23233,25.73115
126,1.0,1.0,2.0,5.0,6.0,1.0,1.0,1124.0,1.0,4.0,1124,1124,30,60,90,361,47.0,0.0,0.0,0.0,4.4,4.51,4.63,4.61,4.67,4.35,4.3,0.32,0.0,0.0,35.19863,26.25061
127,1.0,3.0,3.0,5.0,6.0,1.0,1.0,1124.0,1.0,4.0,1124,1124,30,60,90,365,19.0,0.0,0.0,0.0,4.37,4.24,4.78,4.82,4.72,4.39,4.28,0.15,0.0,0.0,35.20036,26.25121
128,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1125.0,1.0,1.0,1125,1125,30,60,90,365,6.0,0.0,0.0,0.0,4.6,4.33,4.83,4.67,4.83,4.5,4.67,0.04,0.0,0.0,35.20021,26.2506
129,2.0,2.0,4.0,16.0,18.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,30,60,90,365,38.0,3.0,0.0,3.0,4.41,4.61,4.53,4.61,4.5,4.97,4.53,0.25,18.0,1494.0,35.51484,24.01637
130,1.0,2.0,4.0,7.0,7.0,1.0,5.0,38.0,1.0,5.0,1125,1125,25,54,68,154,3.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,0.0,0.0,35.03595,25.97009
131,2.0,3.0,4.0,16.0,18.0,2.0,3.0,1125.0,3.0,3.0,1125,1125,0,0,0,99,31.0,2.0,0.0,2.0,4.48,4.58,4.43,4.53,4.39,4.86,4.47,0.23,12.0,1392.0,35.51661,24.02137
132,3.0,6.0,9.0,356.0,413.0,3.0,1.0,1125.0,1.0,7.0,1125,1125,5,16,26,100,42.0,8.0,0.0,8.0,4.88,4.86,4.98,4.95,4.9,4.52,4.76,0.32,48.0,5664.0,35.3411,24.76646
133,5.0,6.0,11.0,356.0,413.0,1.7,1.0,1125.0,1.0,7.0,1125,1125,29,41,57,152,71.0,8.0,0.0,8.0,4.75,4.73,4.72,4.93,4.89,4.44,4.62,0.5,48.0,0.0,35.38558,24.61863
134,4.0,8.0,8.0,6.0,6.0,3.0,1.0,1125.0,1.0,3.0,1125,1125,30,57,84,213,9.0,1.0,0.0,1.0,4.56,4.89,4.78,4.88,4.63,4.25,4.5,0.07,6.0,732.0,35.33018,25.32984
135,1.0,8.0,4.0,4.0,4.0,1.7,2.0,1125.0,2.0,2.0,1125,1125,0,0,0,0,19.0,0.0,0.0,0.0,4.58,4.58,4.74,4.95,5.0,4.58,4.58,0.13,0.0,0.0,35.39580917,25.02796745
136,1.0,8.0,4.0,4.0,4.0,1.7,2.0,365.0,2.0,2.0,365,365,0,0,0,0,26.0,1.0,0.0,1.0,4.81,4.73,4.92,4.88,4.96,4.54,4.64,0.19,6.0,0.0,35.39631,25.02831
137,1.0,8.0,4.0,4.0,4.0,1.7,2.0,1125.0,2.0,2.0,1125,1125,0,0,0,0,34.0,2.0,0.0,2.0,4.44,4.58,4.67,4.79,4.74,4.38,4.56,0.24,12.0,0.0,35.39574051,25.02773285
138,1.0,4.0,4.0,7.0,9.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,0,20,46,133,73.0,3.0,0.0,3.0,4.56,4.77,4.74,4.83,4.71,4.78,4.76,0.51,18.0,1710.0,35.32514,25.38471
139,2.0,5.0,5.0,7.0,9.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,0,20,37,105,59.0,4.0,0.0,4.0,4.56,4.63,4.66,4.76,4.64,4.8,4.58,0.42,24.0,3024.0,35.32554,25.38519
140,1.0,4.0,4.0,7.0,9.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,0,20,45,91,52.0,3.0,0.0,3.0,4.69,4.83,4.81,4.81,4.65,4.69,4.71,0.37,18.0,1710.0,35.32524,25.38639
141,2.0,3.0,4.0,16.0,18.0,2.0,3.0,1125.0,3.0,3.0,1125,1125,20,29,29,232,27.0,1.0,0.0,1.0,4.89,4.7,4.81,4.93,4.78,4.96,4.67,0.19,6.0,660.0,35.51577,24.02264
142,2.0,3.0,5.0,5.0,5.0,2.0,1.0,1125.0,1.0,2.0,1125,1125,30,60,90,316,8.0,0.0,0.0,0.0,5.0,4.88,5.0,5.0,5.0,4.63,5.0,0.08,0.0,0.0,35.51519394,23.85832787
143,2.0,5.0,6.0,5.0,5.0,2.0,1.0,1125.0,2.0,4.0,1125,1125,29,59,89,333,14.0,1.0,0.0,1.0,5.0,5.0,5.0,4.92,5.0,4.69,5.0,0.09,6.0,786.0,35.51785,23.87474
144,3.0,5.0,6.0,4.0,6.0,2.0,4.0,1125.0,4.0,7.0,99,99,8,33,42,170,28.0,10.0,0.0,10.0,4.86,4.86,4.86,4.96,4.86,4.61,4.82,0.2,80.0,10240.0,35.46033859,23.75013351
145,2.0,3.0,5.0,163.0,484.0,2.0,5.0,60.0,5.0,5.0,1125,1125,0,22,52,327,61.0,3.0,0.0,3.0,4.31,4.49,4.9,4.79,4.8,4.46,4.34,0.4,30.0,3840.0,35.53334,23.80174
146,5.0,6.0,10.0,7.0,8.0,4.5,1.0,1125.0,1.0,1.0,1125,1125,30,60,90,365,2.0,0.0,0.0,0.0,4.9,5.0,5.0,5.0,4.9,5.0,4.0,0.02,0.0,0.0,35.28483,25.1876
147,3.0,5.0,7.0,2.0,2.0,1.0,4.0,1125.0,4.0,4.0,1125,1125,0,14,44,179,52.0,1.0,0.0,1.0,4.9,4.83,4.94,4.94,4.94,4.25,4.88,0.36,8.0,320.0,35.49337,24.04585
148,1.0,2.0,3.0,5.0,5.0,1.0,5.0,27.0,4.0,7.0,27,27,29,59,82,232,62.0,7.0,0.0,7.0,4.95,4.98,5.0,5.0,5.0,5.0,4.83,0.49,70.0,6860.0,35.516289,24.009157
149,3.0,5.0,2.0,7.0,7.0,1.0,3.0,30.0,3.0,3.0,30,30,27,57,87,362,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.34762,24.54996
150,5.0,7.0,13.0,83.0,137.0,5.0,7.0,1125.0,4.0,7.0,1125,1125,1,13,29,129,21.0,4.0,0.0,4.0,4.9,4.9,4.62,4.95,4.95,4.76,4.71,0.16,56.0,10080.0,35.34313,24.59305
151,6.0,9.0,4.6,1.0,1.0,1.6,3.0,1100.0,5.0,5.0,1125,1125,0,11,25,83,15.9,11.0,0.0,11.0,4.85,4.83,4.8,4.93,4.98,4.82,4.81,0.99,66.0,14850.0,35.284794,24.19482
152,4.0,6.0,9.0,83.0,137.0,3.0,4.0,1125.0,3.0,6.0,1125,1125,20,38,53,113,34.0,9.0,0.0,9.0,4.91,4.94,4.91,5.0,5.0,4.85,4.94,0.26,72.0,9936.0,35.34351,24.5746
153,1.0,1.0,2.0,4.0,4.0,1.0,4.0,15.0,4.0,4.0,1125,1125,13,14,37,182,15.9,19.0,0.0,19.0,4.38,4.64,4.44,4.84,4.81,4.9,4.48,0.4,152.0,6232.0,35.51506,24.01723
154,1.0,1.0,2.0,2.0,2.0,1.0,2.0,365.0,2.0,2.0,365,365,0,0,0,0,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.51633,24.01492
155,1.0,1.0,2.0,4.0,4.0,1.0,1.0,60.0,1.0,4.0,1125,1125,0,17,47,150,15.9,3.9,0.0,3.8,4.89,4.88,4.94,4.95,4.94,4.78,4.86,0.4,26.6,18360.0,35.516525,23.932859
156,3.0,5.0,6.0,1.0,1.0,4.0,3.0,250.0,3.0,3.0,250,250,21,51,63,190,33.0,6.0,0.0,6.0,4.91,4.88,4.97,4.94,4.88,4.91,4.88,0.23,36.0,5148.0,35.51802,23.90752
157,1.0,2.0,2.0,4.0,4.0,1.0,2.0,1125.0,1.0,3.0,30,30,11,41,67,184,24.0,5.0,0.0,5.0,4.75,4.63,4.92,4.96,5.0,4.75,4.63,0.18,30.0,1290.0,35.51134,23.97959
158,3.0,5.0,6.0,3.0,3.0,2.5,7.0,1124.0,7.0,7.0,1125,1125,28,53,73,183,18.0,1.0,0.0,1.0,4.56,4.78,4.67,4.94,4.94,3.94,4.56,0.17,14.0,1400.0,35.2501,25.02712
159,1.0,1.0,2.0,4.0,4.0,0.0,1.0,29.0,1.0,1.0,29,29,22,52,82,357,1.0,0.0,0.0,0.0,4.9,5.0,5.0,4.9,4.9,5.0,4.0,0.01,0.0,0.0,35.36916,24.47312
160,1.0,1.0,2.0,2.0,4.0,1.7,2.0,25.0,2.0,3.0,25,25,0,0,0,0,18.0,0.0,0.0,0.0,4.67,4.65,4.67,4.88,4.94,4.53,4.47,0.13,0.0,0.0,35.18270111,24.41366386
161,1.0,2.0,2.0,4.0,4.0,1.0,4.0,30.0,4.0,4.0,1125,1125,26,56,86,205,15.9,13.0,0.0,13.0,4.43,4.64,4.41,4.87,4.77,4.94,4.53,1.34,104.0,4160.0,35.51447,24.01774
162,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,0,0,13,275,15.9,8.0,0.0,8.0,4.77,4.82,4.83,4.81,4.81,4.93,4.77,1.1,48.0,2064.0,35.51711,24.0164
163,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,0,0,12,249,15.9,16.0,0.0,16.0,4.76,4.87,4.93,4.89,4.9,4.95,4.76,1.65,96.0,4416.0,35.51675,24.01659
164,3.0,4.0,5.0,1.0,1.0,2.0,4.0,21.0,4.0,4.0,1125,1125,5,35,65,324,11.0,4.0,0.0,4.0,4.91,4.91,4.82,5.0,5.0,4.91,4.91,0.13,32.0,6400.0,35.51921,23.86221
165,3.0,5.0,6.0,3.0,5.0,2.0,5.0,30.0,5.0,5.0,30,30,0,15,44,144,8.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,0.0,0.0,35.35039,24.5221
166,3.0,5.0,7.0,3.0,5.0,2.0,5.0,30.0,5.0,5.0,30,30,0,16,28,125,31.0,3.0,0.0,3.0,4.87,4.84,5.0,4.97,4.87,4.68,4.74,0.22,30.0,24000.0,35.3476,24.4792
167,1.0,4.0,4.0,8.0,15.0,1.0,1.0,1125.0,1.0,2.0,1125,1125,12,37,65,260,24.0,0.0,0.0,0.0,4.58,4.58,4.67,4.71,4.71,4.54,4.58,0.17,0.0,0.0,35.21367,25.71204
168,4.0,4.0,5.0,2.0,2.0,1.7,5.0,28.0,1.0,5.0,1125,1125,30,60,90,343,8.0,0.0,0.0,0.0,4.75,4.63,5.0,4.75,4.63,4.75,4.63,0.1,0.0,0.0,35.5231,23.84202
169,1.0,1.0,3.0,4.0,7.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,23,53,83,358,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,0.0,0.0,35.05169,25.84567
170,1.0,2.0,3.0,2.0,3.0,1.0,3.0,15.0,1.0,3.0,15,15,24,50,70,314,18.0,13.0,0.0,13.0,4.88,4.83,4.94,4.94,4.94,4.83,4.56,0.12,78.0,8034.0,35.51796,24.01563
171,1.0,2.0,4.0,3.0,3.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,30,60,90,365,20.0,0.0,0.0,0.0,4.53,4.58,4.68,4.58,4.74,4.47,4.53,0.13,0.0,0.0,35.23561,23.67684
172,1.0,2.0,3.0,1.0,13.0,1.0,5.0,1125.0,5.0,5.0,1125,1125,30,60,90,365,2.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.01,0.0,0.0,35.15537,25.92504
173,1.0,4.0,3.0,6.0,8.0,1.0,2.0,90.0,2.0,2.0,1125,1125,0,0,0,62,15.9,13.0,0.0,13.0,4.64,4.68,4.75,4.91,4.88,4.38,4.72,1.17,78.0,1872.0,35.36392,24.45592
174,1.0,1.0,3.0,6.0,6.0,1.0,5.0,1125.0,5.0,5.0,1125,1125,4,19,32,121,11.0,3.0,0.0,3.0,4.91,4.82,4.82,5.0,4.91,5.0,4.82,0.07,30.0,2100.0,35.44818115,24.19950867
175,1.0,3.0,4.0,4.0,5.0,1.0,3.0,28.0,3.0,3.0,1125,1125,0,20,42,144,30.0,0.0,0.0,0.0,4.63,4.77,4.83,4.67,4.8,4.67,4.73,0.23,0.0,0.0,35.3823,24.6212
176,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1125.0,5.0,5.0,1125,1125,26,39,69,140,58.0,0.0,0.0,0.0,4.89,4.96,4.96,5.0,4.98,4.88,4.91,0.41,0.0,0.0,35.01121,25.74163
177,4.0,5.0,6.0,2.0,2.0,2.0,4.0,100.0,4.0,4.0,1125,1125,21,51,81,207,78.0,0.0,0.0,0.0,4.95,4.89,4.99,4.99,5.0,4.83,4.92,0.55,0.0,0.0,35.01876,25.84142
178,3.0,5.0,2.0,8.0,15.0,1.7,1.0,1125.0,1.0,2.0,1125,1125,11,31,54,256,15.9,13.0,0.0,13.0,4.67,4.73,4.63,4.86,4.85,4.72,4.68,1.67,78.0,0.0,35.21398,25.71219
179,3.0,5.0,6.0,3.0,3.0,3.0,5.0,30.0,5.0,7.0,30,90,30,53,74,313,26.0,0.0,0.0,0.0,4.92,4.88,5.0,4.84,4.85,4.5,4.77,0.2,0.0,0.0,35.34933,24.63511
180,3.0,6.0,7.0,3.0,3.0,3.0,4.0,30.0,4.0,4.0,1125,1125,11,21,33,119,14.0,1.0,0.0,1.0,4.93,4.79,4.93,5.0,5.0,4.21,4.79,0.1,8.0,1248.0,35.41412,24.13238
181,3.0,4.0,6.0,4.0,4.0,2.0,6.0,28.0,5.0,7.0,28,28,16,18,24,71,28.0,7.0,0.0,7.0,4.86,4.71,4.89,4.89,4.74,4.56,4.7,0.2,84.0,9324.0,35.2006,24.41611
182,2.0,5.0,5.0,3.0,3.0,2.0,4.0,30.0,4.0,4.0,1125,1125,13,28,45,288,4.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,8.0,832.0,35.41121,24.13238
183,3.0,6.0,6.0,4.0,4.0,3.0,2.0,60.0,2.0,2.0,60,60,12,20,24,171,111.0,3.9,0.0,3.8,4.95,4.87,4.97,4.95,5.0,4.97,4.91,0.78,162.0,28026.0,35.51635,24.015402
184,2.0,3.0,4.0,6.0,6.0,1.0,5.0,1125.0,4.0,5.0,1125,1125,0,21,37,105,32.0,0.0,0.0,0.0,4.84,4.91,4.94,4.94,4.97,4.87,4.78,0.21,0.0,0.0,35.44851303,24.19883156
185,2.0,3.0,4.0,6.0,6.0,1.0,5.0,1125.0,1.0,5.0,1125,1125,0,23,46,151,31.0,6.0,0.0,6.0,5.0,5.0,4.94,4.94,5.0,4.97,4.9,0.2,60.0,6000.0,35.44887924,24.19890785
186,4.0,5.0,10.0,5.0,5.0,3.0,2.0,150.0,2.0,2.0,150,150,11,18,29,233,51.0,4.0,0.0,4.0,4.71,4.78,4.84,4.65,4.88,4.65,4.75,0.44,24.0,3240.0,35.04436,25.64269
187,1.0,2.0,4.0,5.0,5.0,1.0,2.0,120.0,2.0,2.0,120,120,15,37,48,302,44.0,4.0,0.0,4.0,4.68,4.75,4.75,4.8,4.93,4.43,4.61,0.34,24.0,2232.0,35.04547882,25.64377975
188,1.0,2.0,2.0,2.0,4.0,1.7,1.0,28.0,1.0,1.0,28,28,0,0,0,0,16.0,1.0,0.0,1.0,4.63,4.69,4.69,4.69,4.63,4.44,4.38,0.13,6.0,0.0,35.18203,24.41315
189,1.0,2.0,4.0,4.0,4.0,1.7,4.0,60.0,1.0,4.0,1125,1125,30,60,70,289,32.0,3.0,0.0,3.0,4.72,4.63,4.81,4.87,4.91,4.42,4.74,0.24,24.0,0.0,35.212738,25.709047
190,2.0,4.0,6.0,3.0,3.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,24,49,64,266,39.0,4.0,0.0,5.0,4.74,4.79,4.71,4.92,4.97,4.82,4.73,0.27,24.0,3216.0,35.51655,24.0224
191,3.0,5.0,6.0,2.0,2.0,1.0,2.0,90.0,2.0,2.0,90,90,19,38,49,184,118.0,5.0,0.0,5.0,4.59,4.63,4.19,4.75,4.72,4.79,4.57,0.82,30.0,4440.0,35.15124,24.51927
192,1.0,5.0,4.0,5.0,6.0,1.7,3.0,180.0,3.0,3.0,180,180,0,0,0,0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.01,0.0,0.0,35.45122,24.17427
193,1.0,5.0,4.0,5.0,6.0,1.7,3.0,180.0,3.0,3.0,180,180,0,0,0,0,7.0,0.0,0.0,0.0,4.71,4.43,4.71,4.43,4.9,4.71,4.57,0.05,0.0,0.0,35.45236,24.17465
194,1.0,5.0,4.0,5.0,6.0,1.7,1.0,180.0,1.0,1.0,180,180,0,0,0,0,7.0,0.0,0.0,0.0,4.71,4.4,4.8,5.0,4.6,5.0,4.4,0.05,0.0,0.0,35.45124,24.1762
195,1.0,5.0,4.0,5.0,6.0,1.7,1.0,180.0,1.0,1.0,180,180,0,0,0,0,3.0,0.0,0.0,0.0,4.67,4.67,5.0,4.67,5.0,4.67,4.67,0.03,0.0,0.0,35.4529,24.17406
196,1.0,1.0,1.0,8.0,9.0,1.0,5.0,60.0,4.0,5.0,60,1125,1,31,61,182,69.0,9.0,0.0,9.0,4.74,4.78,4.75,4.84,4.91,4.52,4.8,0.48,90.0,2880.0,35.51921,23.86221
197,1.0,1.0,2.0,6.0,8.0,1.7,2.0,90.0,2.0,2.0,1125,1125,29,54,73,293,15.9,23.0,0.0,21.0,4.73,4.83,4.65,4.95,4.96,4.64,4.79,1.24,138.0,0.0,35.36392,24.45592
198,2.0,1.0,4.0,1.0,1.0,1.7,2.0,30.0,2.0,2.0,30,30,0,0,0,0,15.0,0.0,0.0,0.0,4.86,4.57,4.93,5.0,5.0,4.79,4.93,0.1,0.0,0.0,35.51317,23.92832
199,2.0,5.0,6.0,4.0,4.0,2.0,6.0,28.0,1.0,7.0,28,28,30,60,90,225,10.0,5.0,0.0,5.0,4.5,4.6,4.9,4.7,4.7,4.6,4.6,0.12,60.0,5160.0,35.2173,24.50212
200,1.0,5.0,2.0,2.0,7.0,1.7,1.0,1125.0,1.0,1.0,1125,1125,0,0,20,295,11.0,0.0,0.0,0.0,4.27,4.82,4.09,4.91,5.0,4.55,4.27,0.14,0.0,0.0,35.32392,24.41992
201,2.0,4.0,6.0,1.0,1.0,1.0,4.0,50.0,4.0,5.0,1125,1125,12,28,40,149,15.9,4.0,0.0,4.0,4.9,4.98,4.93,4.95,4.95,4.82,4.74,0.89,32.0,4800.0,35.45434,24.22637
202,3.0,4.0,8.0,3.0,3.0,2.0,4.0,1125.0,4.0,4.0,1125,1125,8,16,38,173,17.0,0.0,0.0,0.0,4.71,4.76,4.94,5.0,4.94,4.65,4.76,0.12,0.0,0.0,35.51484299,23.93935394
203,1.0,4.0,4.0,5.0,6.0,1.7,1.0,180.0,1.0,1.0,180,180,0,0,0,0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,0.0,0.0,35.45289,24.17394
204,3.0,7.0,7.0,6.0,6.0,2.0,4.0,1125.0,1.0,3.0,1125,1125,0,0,0,0,17.0,0.0,0.0,0.0,4.47,4.76,4.53,5.0,4.94,4.53,4.59,0.12,0.0,0.0,35.38335,24.58916
205,4.0,6.0,8.0,1.0,1.0,3.0,3.0,1125.0,3.0,3.0,1125,1125,15,20,23,183,20.0,6.0,0.0,6.0,5.0,4.9,4.9,4.89,4.95,4.53,5.0,0.19,36.0,6948.0,35.327698,25.307995
206,4.0,5.0,8.0,1.0,1.0,4.5,3.0,90.0,1.0,3.0,90,90,22,52,82,242,25.0,2.0,0.0,2.0,5.0,4.96,4.96,4.96,5.0,4.76,4.84,0.18,12.0,4104.0,35.34521,24.41837
207,1.0,3.0,4.0,4.0,5.0,1.0,4.0,45.0,4.0,4.0,1125,1125,12,16,20,228,87.0,10.0,0.0,10.0,4.67,4.65,4.55,4.62,4.77,4.81,4.69,0.61,80.0,3840.0,35.2532196,23.71326065
208,3.0,5.0,6.0,12.0,12.0,2.0,4.0,300.0,3.0,5.0,300,300,0,0,21,125,20.0,1.0,0.0,1.0,4.75,4.75,4.9,4.7,4.9,4.55,4.6,0.15,8.0,872.0,35.49819,23.60801
209,5.0,8.0,12.0,9.0,9.0,5.0,4.0,1125.0,4.0,7.0,1125,1125,10,15,25,256,53.0,0.0,0.0,0.0,4.9,4.88,4.77,4.82,4.92,4.9,4.9,0.37,0.0,0.0,35.52556,24.05511
210,3.0,5.0,8.0,2.0,2.0,2.0,4.0,1125.0,4.0,4.0,1125,1125,30,60,72,331,30.0,1.0,0.0,1.0,4.87,4.93,4.8,4.9,4.77,4.66,4.72,0.21,8.0,800.0,35.50232,23.61095
211,0.0,1.0,2.0,32.0,37.0,1.0,1.0,1125.0,1.0,7.0,4,1125,21,30,30,71,66.0,7.0,0.0,7.0,4.91,4.92,4.89,4.95,4.98,4.98,4.95,0.56,42.0,2184.0,35.37124,24.47612
212,2.0,2.0,5.0,3.0,3.0,1.0,4.0,1125.0,4.0,4.0,1125,1125,21,51,67,179,13.0,1.0,0.0,1.0,4.15,4.62,4.31,4.31,4.54,4.15,4.31,0.09,8.0,536.0,35.51529,23.93909
213,1.0,1.0,2.0,3.0,7.0,1.0,5.0,59.0,2.0,5.0,1125,1125,2,20,23,100,15.9,6.0,0.0,6.0,4.73,4.82,4.88,4.85,4.84,4.82,4.74,1.91,60.0,2640.0,35.51534,24.01197
214,1.0,1.0,3.0,3.0,3.0,1.0,1.0,28.0,1.0,1.0,28,28,28,58,88,294,8.0,5.0,0.0,5.0,4.88,4.63,4.88,5.0,5.0,4.75,4.88,0.06,30.0,2160.0,35.50547,23.71216
215,2.0,4.0,5.0,5.0,5.0,1.0,2.0,180.0,2.0,2.0,180,180,0,0,0,0,2.0,0.0,0.0,0.0,4.5,4.9,5.0,5.0,4.9,4.5,4.5,0.02,0.0,0.0,35.04505,25.64295
216,2.0,4.0,5.0,12.0,12.0,1.0,3.0,1125.0,2.0,5.0,1125,1125,0,9,25,99,45.0,2.0,0.0,2.0,4.67,4.69,4.53,4.67,4.76,4.82,4.56,0.35,12.0,924.0,35.50197,23.5799
217,1.0,2.0,3.0,12.0,12.0,1.0,3.0,30.0,2.0,5.0,30,30,0,20,35,136,65.0,5.0,0.0,5.0,4.6,4.63,4.52,4.75,4.74,4.8,4.46,0.46,30.0,2010.0,35.50197,23.5799
218,3.0,4.0,6.0,1.0,1.0,2.0,3.0,1125.0,3.0,3.0,1125,1125,0,0,0,0,5.0,0.0,0.0,0.0,4.6,4.4,4.6,5.0,5.0,4.4,4.6,0.04,0.0,0.0,35.40869,24.78137
219,1.0,4.0,4.0,6.0,6.0,1.0,4.0,1125.0,2.0,2.0,1125,1125,0,7,37,141,7.0,0.0,0.0,0.0,4.57,4.43,4.71,4.86,4.71,4.57,4.57,0.05,0.0,0.0,35.38361,24.58753
220,2.0,3.0,6.0,5.0,5.0,2.0,2.0,180.0,2.0,2.0,180,180,0,0,0,0,12.0,0.0,0.0,0.0,4.92,4.92,5.0,4.92,5.0,4.92,4.92,0.08,0.0,0.0,35.04546,25.64364
221,1.0,2.0,4.0,5.0,5.0,2.0,2.0,180.0,4.0,4.0,1125,1125,0,0,0,0,2.0,0.0,0.0,0.0,4.5,5.0,5.0,5.0,4.5,4.0,5.0,0.02,0.0,0.0,35.04467,25.64233
222,2.0,2.0,5.0,5.0,5.0,2.0,2.0,180.0,2.0,2.0,1125,1125,24,38,66,199,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.04496,25.64286
223,2.0,4.0,5.0,5.0,5.0,2.0,2.0,180.0,2.0,2.0,1125,1125,0,0,0,0,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.04514,25.6429
